X, Y, Z
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.002685547, -0.2116699, -0.8611145
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.003662109, -0.1730957, -0.9934387
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1831055, -0.9773254
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.004882813, -0.1916504, -0.9658508
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.003173828, -0.1877441, -0.9704895
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
0.002685547, -0.1904297, -0.9709778
